,measure,sex,age,cause,year,val.Number,val.Percent
337717,Prevalence,Both,30 to 34,Coal workers pneumoconiosis,2017,0.393723803,1.00567646999e-07
337721,Prevalence,Male,35 to 39,Coal workers pneumoconiosis,2017,0.3116819605,1.58826370637e-07
337722,Prevalence,Female,35 to 39,Coal workers pneumoconiosis,2017,0.1998674062,9.73872605474e-08
337723,Prevalence,Both,35 to 39,Coal workers pneumoconiosis,2017,0.5115493668,1.27418513116e-07
337727,Prevalence,Male,40 to 44,Coal workers pneumoconiosis,2017,0.4037486638,1.95964464229e-07
337728,Prevalence,Female,40 to 44,Coal workers pneumoconiosis,2017,0.2465109996,1.16383627388e-07
337729,Prevalence,Both,40 to 44,Coal workers pneumoconiosis,2017,0.6502596634,1.55623356856e-07
337733,Prevalence,Male,45 to 49,Coal workers pneumoconiosis,2017,0.5449651674,2.52956772138e-07
337734,Prevalence,Female,45 to 49,Coal workers pneumoconiosis,2017,0.3145507851,1.41532117518e-07
337735,Prevalence,Both,45 to 49,Coal workers pneumoconiosis,2017,0.8595159525,1.96377109423e-07
337739,Prevalence,Male,50 to 54,Coal workers pneumoconiosis,2017,0.7000513991,3.29189004437e-07
337740,Prevalence,Female,50 to 54,Coal workers pneumoconiosis,2017,0.3822646695,1.72633310847e-07
337741,Prevalence,Both,50 to 54,Coal workers pneumoconiosis,2017,1.0823160686,2.49328784397e-07
337745,Prevalence,Male,55 to 59,Coal workers pneumoconiosis,2017,0.822374612,4.08815209911e-07
337746,Prevalence,Female,55 to 59,Coal workers pneumoconiosis,2017,0.4277435629,2.00844039721e-07
337747,Prevalence,Both,55 to 59,Coal workers pneumoconiosis,2017,1.2501181749,3.01863557563e-07
337751,Prevalence,Male,60 to 64,Coal workers pneumoconiosis,2017,0.9230047804,4.87941457359e-07
337752,Prevalence,Female,60 to 64,Coal workers pneumoconiosis,2017,0.466158107,2.26212860631e-07
337753,Prevalence,Both,60 to 64,Coal workers pneumoconiosis,2017,1.3891628874,3.51478698529e-07
337757,Prevalence,Male,65 to 69,Coal workers pneumoconiosis,2017,1.0247934667,5.67396723527e-07
337758,Prevalence,Female,65 to 69,Coal workers pneumoconiosis,2017,0.5170188366,2.57603930008e-07
337759,Prevalence,Both,65 to 69,Coal workers pneumoconiosis,2017,1.5418123034,4.04338732184e-07
337763,Prevalence,Male,70 to 74,Coal workers pneumoconiosis,2017,0.8743101726,6.80260078637e-07
337764,Prevalence,Female,70 to 74,Coal workers pneumoconiosis,2017,0.4433101491,2.99558992465e-07
337765,Prevalence,Both,70 to 74,Coal workers pneumoconiosis,2017,1.3176203218,4.76512434877e-07
337769,Prevalence,Male,75 to 79,Coal workers pneumoconiosis,2017,0.8784228069,9.28830207268e-07
337770,Prevalence,Female,75 to 79,Coal workers pneumoconiosis,2017,0.4326610571,3.60829160854e-07
337771,Prevalence,Both,75 to 79,Coal workers pneumoconiosis,2017,1.311083864,6.11281855066e-07
337775,Prevalence,Male,80 plus,Coal workers pneumoconiosis,2017,1.8360043308,1.31048087502e-06
337776,Prevalence,Female,80 plus,Coal workers pneumoconiosis,2017,1.8397946019,7.24556259619e-07
337777,Prevalence,Both,80 plus,Coal workers pneumoconiosis,2017,3.6757989327,9.32891739437e-07
337781,Prevalence,Male,All Ages,Coal workers pneumoconiosis,2017,8.8266735027,2.99923867206e-07
337782,Prevalence,Female,All Ages,Coal workers pneumoconiosis,2017,5.6022320957,1.74432171841e-07
337783,Prevalence,Both,All Ages,Coal workers pneumoconiosis,2017,14.4289055984,2.34438350966e-07
337787,Prevalence,Male,5-14 years,Coal workers pneumoconiosis,2017,0.0001460423,4.3487057744e-11
337788,Prevalence,Female,5-14 years,Coal workers pneumoconiosis,2017,9.18598938227e-05,2.73595006665e-11
337789,Prevalence,Both,5-14 years,Coal workers pneumoconiosis,2017,0.0002379022,3.54222280677e-11
337793,Prevalence,Male,15-49 years,Coal workers pneumoconiosis,2017,1.7675658919,1.30701347151e-07
337794,Prevalence,Female,15-49 years,Coal workers pneumoconiosis,2017,1.0931892517,7.81839954087e-08
337795,Prevalence,Both,15-49 years,Coal workers pneumoconiosis,2017,2.8607551436,1.04004700386e-07
337799,Prevalence,Male,50-69 years,Coal workers pneumoconiosis,2017,3.4702242582,4.42858228655e-07
337800,Prevalence,Female,50-69 years,Coal workers pneumoconiosis,2017,1.793185176,2.13175348234e-07
337801,Prevalence,Both,50-69 years,Coal workers pneumoconiosis,2017,5.2634094343,3.23946468659e-07
337805,Prevalence,Male,70+ years,Coal workers pneumoconiosis,2017,3.5887373104,9.88085503494e-07
337806,Prevalence,Female,70+ years,Coal workers pneumoconiosis,2017,2.7157658081,5.20445389464e-07
337807,Prevalence,Both,70+ years,Coal workers pneumoconiosis,2017,6.3045031184,7.12359503511e-07
337811,Prevalence,Male,Age-standardized,Coal workers pneumoconiosis,2017,NA,1.99750639822e-07
337812,Prevalence,Female,Age-standardized,Coal workers pneumoconiosis,2017,NA,9.96035366475e-08
337813,Prevalence,Both,Age-standardized,Coal workers pneumoconiosis,2017,NA,1.45420864188e-07
337814,Prevalence,Male,<1 year,Coal workers pneumoconiosis,2017,0,0
337815,Prevalence,Female,<1 year,Coal workers pneumoconiosis,2017,0,0
337816,Prevalence,Both,<1 year,Coal workers pneumoconiosis,2017,0,0
337820,Prevalence,Male,80 to 84,Coal workers pneumoconiosis,2017,0.8952393878,1.19944511183e-06
337821,Prevalence,Female,80 to 84,Coal workers pneumoconiosis,2017,0.5152667498,4.60741636462e-07
337822,Prevalence,Both,80 to 84,Coal workers pneumoconiosis,2017,1.4105061377,7.56415347043e-07
337826,Prevalence,Male,85 to 89,Coal workers pneumoconiosis,2017,0.6147212469,1.36475993317e-06
337827,Prevalence,Female,85 to 89,Coal workers pneumoconiosis,2017,0.5670767329,6.64961058355e-07
337828,Prevalence,Both,85 to 89,Coal workers pneumoconiosis,2017,1.1817979798,9.06827505147e-07
337832,Prevalence,Male,90 to 94,Coal workers pneumoconiosis,2017,0.2676952361,1.53836776705e-06
337833,Prevalence,Female,90 to 94,Coal workers pneumoconiosis,2017,0.500035731,1.10925678639e-06
337834,Prevalence,Both,90 to 94,Coal workers pneumoconiosis,2017,0.7677309671,1.22876952296e-06
337838,Prevalence,Male,<20 years,Coal workers pneumoconiosis,2017,0.0212607566,3.37722412569e-09
337839,Prevalence,Female,<20 years,Coal workers pneumoconiosis,2017,0.0133005124,2.08976035412e-09
337840,Prevalence,Both,<20 years,Coal workers pneumoconiosis,2017,0.034561269,2.72992710905e-09
337844,Prevalence,Male,10 to 24,Coal workers pneumoconiosis,2017,0.1087844028,2.03175118882e-08
337845,Prevalence,Female,10 to 24,Coal workers pneumoconiosis,2017,0.0691449104,1.28145252441e-08
337846,Prevalence,Both,10 to 24,Coal workers pneumoconiosis,2017,0.1779293133,1.65512913202e-08
337850,Prevalence,Male,95 plus,Coal workers pneumoconiosis,2017,0.05834846,1.9320558399e-06
337851,Prevalence,Female,95 plus,Coal workers pneumoconiosis,2017,0.2574153881,2.1948973298e-06
337852,Prevalence,Both,95 plus,Coal workers pneumoconiosis,2017,0.3157638482,2.14107372863e-06
337856,Prevalence,Male,<70 years,Coal workers pneumoconiosis,2017,5.2379361924,2.03041140035e-07
337857,Prevalence,Female,<70 years,Coal workers pneumoconiosis,2017,2.8864662876,1.0730731452e-07
337858,Prevalence,Both,<70 years,Coal workers pneumoconiosis,2017,8.12440248,1.54173480832e-07
